date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
11/04/2021 20:00,BTC/USDT,59705.53,59820,59479,59707.8,1158.885152,69130625.46,54707
11/04/2021 19:00,BTC/USDT,59865.01,60190,59557.13,59705.53,1932.371834,115645136.9,71642
11/04/2021 18:00,BTC/USDT,59864.39,59948.89,59758.63,59865,1183.987714,70860690.18,56613
11/04/2021 17:00,BTC/USDT,59569.41,59975.95,59405.18,59864.39,2132.313387,127273623.5,91480
11/04/2021 16:00,BTC/USDT,59645.45,59785.37,59480,59569.4,1802.114348,107448787.4,92962
11/04/2021 15:00,BTC/USDT,59573.36,59780.06,59558,59645.46,1515.938864,90482896.87,70629
11/04/2021 14:00,BTC/USDT,59340.54,59664.98,59250,59570.77,1626.838611,96744798.01,60875
11/04/2021 13:00,BTC/USDT,59724.44,59746,59232.52,59340.55,1816.723554,108057044.4,74619
11/04/2021 12:00,BTC/USDT,59721.85,59844,59449.93,59724.45,1722.788442,102716178.6,81160
11/04/2021 11:00,BTC/USDT,59600,59860.87,59450,59721.84,1669.713692,99650398.16,66292
11/04/2021 10:00,BTC/USDT,59676.2,59950.81,59500,59599.99,1608.373258,95979106.6,86408
11/04/2021 09:00,BTC/USDT,59961.81,60045,59455.09,59676.2,1743.375163,104063652,92157
11/04/2021 08:00,BTC/USDT,59655.5,60144.7,59655.49,59961.81,1433.554804,85922949.7,59577
11/04/2021 07:00,BTC/USDT,59735.01,59790.15,59400,59655.49,1192.611866,71102991.41,49429
11/04/2021 06:00,BTC/USDT,59679.96,59909.68,59339.83,59735,2046.862344,121993099.1,85807
11/04/2021 05:00,BTC/USDT,59906.59,60012.05,59535.52,59679.97,2572.829914,153786143.7,97386
11/04/2021 04:00,BTC/USDT,60268.58,60328,59777.77,59906.6,1697.500794,101982393.2,52781
11/04/2021 03:00,BTC/USDT,60509.7,60699,60202.69,60268.58,1441.270928,87039438.33,49556
11/04/2021 02:00,BTC/USDT,60594.67,60594.68,60262.53,60509.7,1210.228989,73086241.24,73024
11/04/2021 01:00,BTC/USDT,60148.5,60600,60036.58,60594.67,1914.398174,115347140.1,66005
11/04/2021 00:00,BTC/USDT,59769.13,60429.56,59544.94,60148.5,3267.635378,196487750.9,108019
10/04/2021 23:00,BTC/USDT,59029.17,59842.63,59008.39,59769.13,1807.215923,107592009,68376
10/04/2021 22:00,BTC/USDT,59161.04,59399.84,59013.79,59029.17,1603.625597,95014670.54,88752
10/04/2021 21:00,BTC/USDT,58619.72,59256.36,58485.84,59161.03,2360.073159,139157715.4,95874
10/04/2021 20:00,BTC/USDT,59567.38,59800,58374.61,58615.28,3793.833218,224204531.2,120539
10/04/2021 19:00,BTC/USDT,60020,60020.01,59550,59567.38,1490.84532,89092181.67,58630
10/04/2021 18:00,BTC/USDT,60100.48,60115.82,59572.64,60020,2460.215042,147234255.1,98379
10/04/2021 17:00,BTC/USDT,60265,60265,59920.86,60100.48,2358.924027,141784731,104450
10/04/2021 16:00,BTC/USDT,60247.26,60550,60116.14,60265,2397.70075,144651593.7,119963
10/04/2021 15:00,BTC/USDT,60398.19,60465.94,60106.85,60247.26,2082.226622,125500254.6,97059
10/04/2021 14:00,BTC/USDT,60465.88,60499,60255,60398.19,2006.878229,121180340.2,71480
10/04/2021 13:00,BTC/USDT,60088.61,60490,59981.06,60465.89,2381.214252,143341402.2,88521
10/04/2021 12:00,BTC/USDT,60575.94,60800,59811.74,60088.62,3523.271144,212493061.6,106545
10/04/2021 11:00,BTC/USDT,60659.02,60723.38,60500,60575.94,1553.650081,94173384.29,64157
10/04/2021 10:00,BTC/USDT,60772.73,60997.18,60515.88,60659.02,1957.635669,118883694,98198
10/04/2021 09:00,BTC/USDT,60534.89,60803,60452.65,60772.73,1891.513568,114721311.5,90066
10/04/2021 08:00,BTC/USDT,60480.4,60821.58,60338.54,60534.89,2426.387609,147117530.2,90023
10/04/2021 07:00,BTC/USDT,60576.8,60816.9,60333,60480.4,3925.458861,237688265.7,100981
10/04/2021 06:00,BTC/USDT,60851.91,61050,60521.01,60576.8,2869.435605,174215756.7,81779
10/04/2021 05:00,BTC/USDT,61074.09,61500,60663.1,60851.92,5998.781763,366283703.4,165758
10/04/2021 04:00,BTC/USDT,59229.5,61232.83,59229.5,61074.09,11794.10786,711859090,342925
10/04/2021 03:00,BTC/USDT,58721.22,59238.27,58707.1,59229.5,4519.509551,266803780.1,128377
10/04/2021 02:00,BTC/USDT,58414.98,58733,58334.82,58721.55,1680.436608,98271154.85,53585
10/04/2021 01:00,BTC/USDT,58109.08,58435.72,58072.92,58413.52,1476.432913,85987726.03,49912
10/04/2021 00:00,BTC/USDT,58142.55,58327.9,57900.01,58109.08,1547.050745,89886409.57,86069
09/04/2021 23:00,BTC/USDT,58086.37,58181.39,57873.31,58142.54,1487.528013,86322100.76,54750
09/04/2021 22:00,BTC/USDT,58361.24,58361.24,58025,58086.38,1284.14011,74706758.43,49581
09/04/2021 21:00,BTC/USDT,58331.65,58514.07,58310.97,58361.24,888.460055,51901649,50514
09/04/2021 20:00,BTC/USDT,58370.59,58600,58263.47,58331.66,1388.154447,81122256.19,56995
09/04/2021 19:00,BTC/USDT,58381.85,58499,58208.33,58370.59,1288.287785,75165181.65,51883
09/04/2021 18:00,BTC/USDT,58405.02,58528,58240.35,58381.84,1390.507909,81199641.15,54880
09/04/2021 17:00,BTC/USDT,58207.56,58447.89,58080.57,58405.08,1407.368662,82002939.44,57492
09/04/2021 16:00,BTC/USDT,58239.99,58291.04,57870.57,58207.56,2274.286624,132097160.8,81957
09/04/2021 15:00,BTC/USDT,58358.49,58369.63,58051,58240,1701.007847,99033187.18,66121
09/04/2021 14:00,BTC/USDT,58390.16,58530,58024,58358.48,2593.210819,151225483.9,89892
09/04/2021 13:00,BTC/USDT,58504.18,58783.47,58304.54,58390.15,2509.534482,146961789.5,85383
09/04/2021 12:00,BTC/USDT,58527.2,58700,58350,58504.18,2290.103815,134031528.2,80957
09/04/2021 11:00,BTC/USDT,58633.02,58894.9,58450.8,58527.19,2951.531801,173139961,100495
09/04/2021 10:00,BTC/USDT,57911.44,58650,57857.95,58633.03,3251.130576,189898415.2,124641
09/04/2021 09:00,BTC/USDT,57740.12,57935.94,57740.12,57911.45,1569.259373,90784739.86,79852
09/04/2021 08:00,BTC/USDT,58048.7,58061.48,57669.58,57740.13,1675.368723,96925675.1,68184
09/04/2021 07:00,BTC/USDT,57830.81,58062.88,57654,58051.42,1704.039556,98590992.26,70928
09/04/2021 06:00,BTC/USDT,57947.67,58100.94,57809.38,57830,1445.825147,83812066.42,50425
09/04/2021 05:00,BTC/USDT,58192.76,58314,57947.66,57947.67,1277.356886,74279163.92,47279
09/04/2021 04:00,BTC/USDT,57985.71,58200,57971.06,58192.77,1219.538947,70870929.76,60327
09/04/2021 03:00,BTC/USDT,57903.35,58167.76,57806.03,57985.71,979.303042,56802518.19,39532
09/04/2021 02:00,BTC/USDT,57978.34,58177.02,57850,57903.35,1275.114861,74001054.35,44969
09/04/2021 01:00,BTC/USDT,58301.72,58419.45,57933.56,57978.35,1326.512151,77142364.77,63579
09/04/2021 00:00,BTC/USDT,58077.52,58389,58032.01,58301.72,1654.31328,96323140.35,85346
08/04/2021 23:00,BTC/USDT,57916.3,58099.27,57729.63,58077.52,1094.389631,63422629.45,43733
08/04/2021 22:00,BTC/USDT,57669.69,58100,57569.8,57916.29,1330.053092,76916066.69,53009
08/04/2021 21:00,BTC/USDT,57674.18,57750,57449.04,57669.7,1033.366107,59497945.01,54419
08/04/2021 20:00,BTC/USDT,57732.53,57824.49,57575.34,57674.17,1374.895109,79319030.5,56166
08/04/2021 19:00,BTC/USDT,57899.98,58000,57617.04,57734.94,1320.715876,76333717.24,53711
08/04/2021 18:00,BTC/USDT,57749.09,58153.31,57682.01,57899.98,1904.283311,110332171.8,76054
08/04/2021 17:00,BTC/USDT,57722.59,57813.28,57538.52,57749.09,1280.489124,73870123.28,67310
08/04/2021 16:00,BTC/USDT,57769,58000,57622.09,57722.47,2223.53353,128507708.4,120424
08/04/2021 15:00,BTC/USDT,57688.37,57900,57549.62,57768.13,1894.423586,109326425.4,67942
08/04/2021 14:00,BTC/USDT,57437.93,57912.02,57350.93,57688.36,2848.446625,164278341.6,82866
08/04/2021 13:00,BTC/USDT,57472.08,57710.66,57256.81,57437.92,2879.673829,165417922,76531
08/04/2021 12:00,BTC/USDT,56421.17,57556,56311.77,57472.09,3327.120686,189846329.2,86053
08/04/2021 11:00,BTC/USDT,56738.09,56767,56330.77,56421.18,2060.668222,116580545.2,84650
08/04/2021 10:00,BTC/USDT,56676.25,56844.87,56416.63,56738.09,2164.769464,122587089.9,85149
08/04/2021 09:00,BTC/USDT,56893.05,57043.99,56600,56676.26,1661.339923,94409862.97,61995
08/04/2021 08:00,BTC/USDT,57023.63,57267.49,56769.22,56893.04,1680.803421,95857265.4,67263
08/04/2021 07:00,BTC/USDT,57125.98,57333.85,56995,57025.71,1839.241776,105077630.5,85042
08/04/2021 06:00,BTC/USDT,56871.89,57280,56841.85,57125.99,1942.72265,110940940.9,74411
08/04/2021 05:00,BTC/USDT,56920,57073.27,56800,56871.9,1595.619885,90870884.18,92872
08/04/2021 04:00,BTC/USDT,56540.62,57096.46,56529.78,56920.01,2321.525022,131885099,70203
08/04/2021 03:00,BTC/USDT,56497.44,56654.14,56263.8,56540.62,1443.09607,81524248.82,45017
08/04/2021 02:00,BTC/USDT,56504.13,56541.78,56200.3,56497.45,1474.04599,83065933.46,45336
08/04/2021 01:00,BTC/USDT,56429.58,56700,56242.92,56504.14,1494.435156,84463562.45,44930
08/04/2021 00:00,BTC/USDT,55953.44,56520,55700,56429.2,2093.488934,117448209.1,65994
07/04/2021 23:00,BTC/USDT,56452.89,56570.24,55865.11,55953.45,1373.4712,77359490.23,53231
07/04/2021 22:00,BTC/USDT,56205.73,56560.29,56108.6,56452.88,1353.731444,76313143.79,56441
07/04/2021 21:00,BTC/USDT,56250,56374.25,56071.99,56205.73,1261.306956,70964557.29,63214
07/04/2021 20:00,BTC/USDT,56153.84,56250,55717.15,56249.99,1716.413018,96133384.54,69241
07/04/2021 19:00,BTC/USDT,55859.13,56153.83,55473,56153.83,3776.246649,210636838.4,109655
07/04/2021 18:00,BTC/USDT,56054.22,56456,55827.7,55859.13,2354.86463,132157547.6,85897
07/04/2021 17:00,BTC/USDT,56587.44,56659.26,55972.33,56050.54,2938.065503,165368804.3,99506
07/04/2021 16:00,BTC/USDT,56451.46,56850,56170.51,56587.44,3262.581394,184509758.3,97788
07/04/2021 15:00,BTC/USDT,56660,56870,56275,56451.45,2486.231524,140697996.7,84069
07/04/2021 14:00,BTC/USDT,56753.13,56937.15,56571.44,56660,2747.71963,155955278.7,87480
07/04/2021 13:00,BTC/USDT,56463.23,56816.72,56335.45,56756.66,3705.192404,209763162.6,121828
07/04/2021 12:00,BTC/USDT,56320.47,56659.12,55612,56463.22,5088.776518,285820202.3,134225
07/04/2021 11:00,BTC/USDT,56787.51,57195,55700,56320.47,8173.364881,460284240.7,196878
07/04/2021 10:00,BTC/USDT,57466.61,57610.6,56600,56787.52,3548.856089,202745038.5,107145
07/04/2021 09:00,BTC/USDT,57749.02,57820.01,57000,57466.61,4550.286088,261147626.3,129681
07/04/2021 08:00,BTC/USDT,57850.57,57938.77,57438.79,57749.03,2452.481874,141476677.3,85896
07/04/2021 07:00,BTC/USDT,58059.53,58093.01,57420,57850.57,3165.061413,182982137.4,106820
07/04/2021 06:00,BTC/USDT,58286,58655,57877.74,58059.53,3465.444177,201850167.8,101396
07/04/2021 05:00,BTC/USDT,57645.61,58317.06,57540.91,58285.99,2754.942848,159647372.2,80517
07/04/2021 04:00,BTC/USDT,57922.74,57975.73,57268,57645.61,2883.869038,165913923.4,78256
07/04/2021 03:00,BTC/USDT,57784.7,58124.75,57677.68,57922.75,1594.895156,92354046.59,57342
07/04/2021 02:00,BTC/USDT,57510.84,57926.82,57475.86,57784.7,1604.510184,92625349.6,50552
07/04/2021 01:00,BTC/USDT,57639.29,57685.99,57161.86,57510.84,2542.119404,146081011.1,71634
07/04/2021 00:00,BTC/USDT,57990.03,58200.01,57500.53,57639.29,2427.973637,140506260.7,77741
06/04/2021 23:00,BTC/USDT,57887.24,58163,57832.34,57991.15,1425.156156,82731451.14,48364
06/04/2021 22:00,BTC/USDT,57860.63,58040.34,57483.71,57887.24,1660.671452,96080375.59,57833
06/04/2021 21:00,BTC/USDT,58211.85,58225.95,57555,57860.63,1961.883403,113671697.3,78391
06/04/2021 20:00,BTC/USDT,58225.01,58311.91,57999.99,58211.84,1503.21866,87525926.89,63475
06/04/2021 19:00,BTC/USDT,58238.78,58282.12,57996,58225,1655.440463,96236944.39,64439
06/04/2021 18:00,BTC/USDT,58247.17,58267.45,57996.01,58238.78,1505.797414,87578197.96,63341
06/04/2021 17:00,BTC/USDT,58077.51,58271.66,58000,58247.17,1774.688867,103216603.7,72777
06/04/2021 16:00,BTC/USDT,57818.54,58188.88,57722.23,58077.51,2469.880874,143300098.8,81132
06/04/2021 15:00,BTC/USDT,57949.27,58085.4,57622,57818.53,2531.959922,146488824.7,84347
06/04/2021 14:00,BTC/USDT,58414.29,58414.3,57413.02,57949.27,6536.601449,378076815.1,172035
06/04/2021 13:00,BTC/USDT,58471.93,58677.91,58342,58414.29,2445.677696,143118927.7,90654
06/04/2021 12:00,BTC/USDT,58541.34,58998,58442.89,58471.92,3288.81116,193173056.5,110056
06/04/2021 11:00,BTC/USDT,58365,58720,58325.08,58541.34,2278.841791,133220945,93378
06/04/2021 10:00,BTC/USDT,58681.85,58752.93,58333.02,58365,2565.717795,150288800,101545
06/04/2021 09:00,BTC/USDT,58487.38,58747.74,58419.75,58685.53,1787.072226,104749655.5,74654
06/04/2021 08:00,BTC/USDT,58576.59,59000,58300,58487.37,3332.731056,195511547.2,125882
06/04/2021 07:00,BTC/USDT,58843.52,58928.23,58349,58576.59,2311.422694,135562024,78764
06/04/2021 06:00,BTC/USDT,58867.31,58969.01,58618,58843.53,1690.611394,99413252.43,66096
06/04/2021 05:00,BTC/USDT,58794.94,59031.66,58755.56,58867.32,1359.193267,80023176.11,54488
06/04/2021 04:00,BTC/USDT,58610.19,58894.05,58601.87,58794.93,1716.387852,100872433.5,50263
06/04/2021 03:00,BTC/USDT,58745.28,58947.35,58600,58608.7,1203.320036,70741421.87,40996
06/04/2021 02:00,BTC/USDT,58800.02,58868.96,58635.72,58745.27,1448.834443,85138790.92,48958
06/04/2021 01:00,BTC/USDT,59356.23,59495.24,58728.1,58800.01,2467.891456,145847131.1,85771
06/04/2021 00:00,BTC/USDT,59129.99,59479,59043.47,59356.23,3279.189201,194343459.7,152874
05/04/2021 23:00,BTC/USDT,58877.18,59130,58533.1,59129.99,1873.069762,110027867.8,68480
05/04/2021 22:00,BTC/USDT,58664.04,58967,58664.04,58877.18,1717.467965,101018763,68264
05/04/2021 21:00,BTC/USDT,58773.16,58880,58479.59,58664.04,1663.675369,97637748.55,79078
05/04/2021 20:00,BTC/USDT,59005.21,59100,58737.7,58770.61,2148.099702,126623929.3,75718
05/04/2021 19:00,BTC/USDT,58876.3,59089.4,58800,59005.2,1834.250144,108124883.9,68765
05/04/2021 18:00,BTC/USDT,58954.6,59032.99,58732.08,58876.29,1600.890593,94255296.01,69581
05/04/2021 17:00,BTC/USDT,58983.51,59078.69,58610,58954.6,2683.09487,157893320,124755
05/04/2021 16:00,BTC/USDT,59020,59240,58853.14,58983.51,3483.467503,205709889.3,148090
05/04/2021 15:00,BTC/USDT,59173.64,59272,58850,59018.29,3402.24601,200810903.5,115231
05/04/2021 14:00,BTC/USDT,58113.07,59175.01,58113.06,59170.68,4931.302768,289270713.2,147422
05/04/2021 13:00,BTC/USDT,57959.22,58116.63,57746.74,58113.06,2510.4784,145498952,89587
05/04/2021 12:00,BTC/USDT,57756.36,58124.67,57754.67,57959.23,2666.575204,154466760.4,92865
05/04/2021 11:00,BTC/USDT,57668.98,57766.84,57507.69,57756.36,1986.430246,114500846.4,73540
05/04/2021 10:00,BTC/USDT,57539.14,57718.53,57324.77,57668.98,1667.359248,95829731.3,68855
05/04/2021 09:00,BTC/USDT,57149.25,57550,56980,57539.15,1987.786041,113987631.6,67277
05/04/2021 08:00,BTC/USDT,57250,57346.8,56777.77,57149.25,1865.587059,106498732.6,66304
05/04/2021 07:00,BTC/USDT,57143.59,57371.42,56947.64,57250,1971.331091,112704148.2,101547
05/04/2021 06:00,BTC/USDT,56897.45,57316.74,56790.57,57143.59,2513.578405,143485305.6,120243
05/04/2021 05:00,BTC/USDT,57285.19,57368.53,56855.55,56897.45,2536.408297,144920826.9,94805
05/04/2021 04:00,BTC/USDT,57467.12,57618,57272.05,57284.99,1933.835659,111154821.4,55045
05/04/2021 03:00,BTC/USDT,57595.44,57723.64,57320,57467.12,1655.241274,95306536.63,50436
05/04/2021 02:00,BTC/USDT,57787.88,57816.32,57427.98,57595.45,1664.352968,95939326.45,57520
05/04/2021 01:00,BTC/USDT,57908.14,57913.01,57638.33,57787.88,1850.541826,106906022.9,57758
05/04/2021 00:00,BTC/USDT,58202.01,58387.35,57890.97,57908.13,2110.945386,122641807.4,74711
04/04/2021 23:00,BTC/USDT,58129.22,58300,58106.78,58202.01,1020.510739,59373404.5,55407
04/04/2021 22:00,BTC/USDT,58116.69,58199.15,57886.15,58129.22,1349.518591,78385241.81,46635
04/04/2021 21:00,BTC/USDT,58025.11,58184,57976.73,58116.69,987.374632,57343867.36,45218
04/04/2021 20:00,BTC/USDT,57953.86,58051.25,57826.16,58025.11,1240.209016,71854318.81,49347
04/04/2021 19:00,BTC/USDT,58102.91,58184.01,57758.34,57953.86,1550.104287,89793120.88,81675
04/04/2021 18:00,BTC/USDT,58179.03,58263.33,57959.3,58102.92,1238.78024,72016192.71,80505
04/04/2021 17:00,BTC/USDT,58030.89,58280,58030.88,58179.03,1402.241097,81535887.98,77718
04/04/2021 16:00,BTC/USDT,57918.11,58097.54,57684.29,58030.89,2131.596668,123505770.9,86313
04/04/2021 15:00,BTC/USDT,58130.98,58492.85,57703.49,57918.11,2938.613648,170809979.3,92440
04/04/2021 14:00,BTC/USDT,58128.15,58300,58010.41,58130.99,1653.289104,96113559.88,59133
04/04/2021 13:00,BTC/USDT,57755.07,58166.46,57754.61,58128.14,1993.921527,115704344.3,66521
04/04/2021 12:00,BTC/USDT,57278.23,58000,57000,57755.08,2218.680018,127875866.3,86360
04/04/2021 11:00,BTC/USDT,57708.05,57766.79,57033.85,57275.55,1616.44444,92950406.44,53975
04/04/2021 10:00,BTC/USDT,57686.36,57787.79,57525.99,57708.05,1421.04842,81901404.34,64691
04/04/2021 09:00,BTC/USDT,57429.84,57700,57429.84,57686.35,1511.276383,87046651.05,83981
04/04/2021 08:00,BTC/USDT,57614.52,57688.92,57402.3,57429.84,1354.946568,77960770.52,52139
04/04/2021 07:00,BTC/USDT,57439.97,57614.53,57248.79,57614.52,1413.14856,81152883.58,49662
04/04/2021 06:00,BTC/USDT,57473.71,57548.28,57139.02,57439.98,1312.971027,75282090.04,46144
04/04/2021 05:00,BTC/USDT,57547.52,57650,57290,57477.08,1166.244527,67042726.38,38728
04/04/2021 04:00,BTC/USDT,57492.42,57723.48,57380.95,57547.52,1331.258877,76575653.98,38240
04/04/2021 03:00,BTC/USDT,57363.48,57583.32,57200,57492.42,1419.349385,81416458.88,36814
04/04/2021 02:00,BTC/USDT,56933.47,57551,56933.46,57363.48,1864.771643,106812991.8,47481
04/04/2021 01:00,BTC/USDT,56600,57153.74,56388,56933.46,3526.29084,200130948.8,72294
04/04/2021 00:00,BTC/USDT,57051.95,57269.92,56507.91,56600,3651.491736,207554470.2,87692
03/04/2021 23:00,BTC/USDT,57556.76,57800,56880,57051.94,3656.809767,209222324.7,78909
03/04/2021 22:00,BTC/USDT,57631.28,57784.19,57088.27,57556.75,3075.478671,176641914.3,90698
03/04/2021 21:00,BTC/USDT,58054.16,58262.3,57500,57631.28,2312.683097,133876741,88615
03/04/2021 20:00,BTC/USDT,58597.04,58597.04,57851.28,58054.15,1767.463495,102912805.8,60384
03/04/2021 19:00,BTC/USDT,58455.36,58748.76,58160.34,58597.04,1923.092472,112402388.2,61289
03/04/2021 18:00,BTC/USDT,58208.33,58483.9,57707.7,58455.36,3619.77905,210638031.1,102735
03/04/2021 17:00,BTC/USDT,58809.74,58811.14,58177.77,58210.13,3433.071237,200816618.4,121555
03/04/2021 16:00,BTC/USDT,58829.99,59143.71,58600,58809.74,2625.33302,154591849.3,131675
03/04/2021 15:00,BTC/USDT,59146.38,59248.18,58800,58829.99,2429.329924,143454976.2,81070
03/04/2021 14:00,BTC/USDT,59414.8,59454.71,59119,59144.38,1801.314135,106812047.7,58782
03/04/2021 13:00,BTC/USDT,59254.75,59454.83,59156.4,59414.8,1291.151812,76604757.33,59860
03/04/2021 12:00,BTC/USDT,59256.07,59415.04,59124.83,59254.76,1259.255801,74638613.84,48108
03/04/2021 11:00,BTC/USDT,59339.85,59461.28,59194,59255.02,1336.032807,79288346.44,49147
03/04/2021 10:00,BTC/USDT,59423.9,59700,59338.14,59338.14,1874.845695,111608187.8,67809
03/04/2021 09:00,BTC/USDT,59028.65,59437.91,58814.28,59423.9,1553.857246,91868057.17,56120
03/04/2021 08:00,BTC/USDT,59301.8,59791.72,58750.96,59028.65,3131.957995,185831603.9,93421
03/04/2021 07:00,BTC/USDT,59410.95,59438.59,59275,59298.85,1481.484973,87916039.35,45758
03/04/2021 06:00,BTC/USDT,59466.38,59525,59180,59410.96,1413.416522,83891918.68,51964
03/04/2021 05:00,BTC/USDT,59394.93,59531.74,59319.93,59466.37,1151.514362,68457671.13,42122
03/04/2021 04:00,BTC/USDT,59221.52,59463.17,59191.98,59394.92,1092.556173,64817334.8,35804
03/04/2021 03:00,BTC/USDT,59408.2,59430,59153.16,59221.53,944.716561,55999404.67,34063
03/04/2021 02:00,BTC/USDT,59254.98,59410.15,59124.32,59408.2,1232.436973,73045391.12,39318
03/04/2021 01:00,BTC/USDT,59387.13,59391.76,59003,59254.98,1295.372272,76718816.44,49075
03/04/2021 00:00,BTC/USDT,58950.01,59450.08,58931.3,59387.13,1706.898053,101095846.6,58524
02/04/2021 23:00,BTC/USDT,58816.21,59219,58733.97,58950.01,1511.092367,89145820.65,50431
02/04/2021 22:00,BTC/USDT,58739.12,58927.03,58639.17,58816.21,1037.773084,61040461.01,42265
02/04/2021 21:00,BTC/USDT,58670.65,58883.19,58428.57,58739.13,1396.23593,81918413.14,58285
02/04/2021 20:00,BTC/USDT,58850,58948,58568.63,58670.64,1457.097174,85656960.61,54812
02/04/2021 19:00,BTC/USDT,59087.71,59087.71,58525.01,58850,2861.244906,168284012.7,82879
02/04/2021 18:00,BTC/USDT,59180.02,59280.45,59000,59087.7,1182.255519,69909140.66,55375
02/04/2021 17:00,BTC/USDT,59270.46,59274.27,59082,59180.02,1509.056432,89272023.25,62223
02/04/2021 16:00,BTC/USDT,59480.06,59600,59152.57,59270.47,1840.208831,109255997.8,77504
02/04/2021 15:00,BTC/USDT,59357.65,59624.86,59340.01,59480.06,2034.308974,121034448.7,74055
02/04/2021 14:00,BTC/USDT,59205,59382.66,59050,59363.17,2251.262649,133330663.5,95649
02/04/2021 13:00,BTC/USDT,59491.3,59516.63,58827.66,59204.99,2231.891287,132100825.5,78669
02/04/2021 12:00,BTC/USDT,59542.78,59600,59203.77,59491.3,1690.767565,100436320.9,60372
02/04/2021 11:00,BTC/USDT,59597.48,59660.3,59406.18,59542.78,1132.501932,67417986.83,48835
02/04/2021 10:00,BTC/USDT,59621.02,59659.09,59449,59597.49,1164.609002,69371851.05,50286
02/04/2021 09:00,BTC/USDT,59483.5,59685,59218,59621.01,1775.679026,105616338.5,70531
02/04/2021 08:00,BTC/USDT,59421.21,59645.19,59414.46,59483.5,1526.491262,90830307.72,60610
02/04/2021 07:00,BTC/USDT,59527.58,59741.65,59417.63,59417.63,1750.198301,104358535,53275
02/04/2021 06:00,BTC/USDT,59554.68,59649.33,59307.35,59527.58,1673.632487,99580625.79,80659
02/04/2021 05:00,BTC/USDT,59562.12,59688.08,59381.04,59554.69,1564.615073,93137433.47,92632
02/04/2021 04:00,BTC/USDT,59869.79,59997,59425.03,59562.12,1828.780728,109145898.1,57248
02/04/2021 03:00,BTC/USDT,59718.09,60036.76,59567.26,59869.79,2729.722394,163254683,66725
02/04/2021 02:00,BTC/USDT,58891.25,60200,58842.28,59718.72,7510.632223,448366753.8,188147
02/04/2021 01:00,BTC/USDT,58648.62,59029,58633.87,58891.26,1785.573223,105073868.5,48134
02/04/2021 00:00,BTC/USDT,58720.45,58885.93,58455.1,58648.62,1936.788412,113620391,56755
